StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2044,15,0,0,0,14.668036986698114,26,0,0,1,1,0,0,0.556828032953946,4.0
2974,18,0,1,2,10.883602318839072,14,0,0,1,1,0,0,1.5635740338353443,4.0
1467,18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,1.666702257521599,4.0
3073,18,1,1,2,3.98761638021254,15,1,2,0,1,1,0,1.922165909079572,4.0
2359,18,0,2,1,10.826707654025345,0,0,3,0,1,1,0,3.729652301008408,0.0
3031,17,0,1,2,10.022394016506963,24,1,2,0,0,0,0,1.0007755569217258,4.0
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0
3293,17,1,2,2,10.243399118677743,13,1,1,1,1,0,1,2.3116704996467785,4.0
2538,16,1,0,2,8.531838021087868,16,1,2,0,0,0,1,1.666640097790168,4.0
2292,15,1,0,0,10.403614731335193,20,0,4,0,0,0,0,1.5521129376507927,4.0
3051,16,0,0,3,8.052228766803253,24,0,1,1,1,1,0,1.1162284613450342,4.0
2783,18,1,2,2,12.183907827866523,13,1,4,1,0,1,0,2.993214464144568,2.0
1521,18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,0.7177804975968944,4.0
3341,16,0,2,2,9.388697243080877,18,0,1,0,1,0,0,1.2889376961826329,2.0
1896,18,1,2,1,8.2969370060319,13,0,2,0,1,0,0,2.27691831821056,3.0
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0
2880,15,1,3,2,19.011879318622487,17,0,2,1,0,0,0,2.16155873707839,3.0
1526,17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,2.4953123609841468,3.0
2005,15,1,2,4,0.1357634804717955,17,0,2,0,1,1,1,1.4277243762746905,4.0
3067,18,0,0,1,13.97271178863912,25,0,3,1,0,0,0,1.1528666911541523,4.0
3047,16,1,3,3,10.642359449175654,6,0,4,1,1,0,0,3.1252696624964185,1.0
2702,16,0,3,2,6.660152661044885,22,0,1,0,0,0,0,0.7109569819873364,4.0
1441,15,0,0,1,6.410723336129911,2,1,1,0,0,0,1,3.1062304249844512,1.0
2348,17,1,1,2,8.528121129839457,27,0,2,1,1,0,0,0.3392066993150443,4.0
2590,18,0,2,3,16.082184921222634,17,0,4,1,0,0,0,1.8125810860736853,4.0
1486,16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,1.5950547587554351,4.0
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2.0
3252,17,0,0,3,16.88419171552464,18,0,2,1,0,0,0,1.5576879646413533,1.0
2967,15,0,1,1,19.23280984630608,13,0,2,1,1,0,0,2.607172929225517,2.0
1377,18,0,1,2,13.239396789012684,14,0,4,0,1,0,0,2.5841106550638626,2.0
2496,15,0,1,1,2.7186549473464128,5,0,2,0,0,1,0,2.3311089198970865,3.0
1963,16,0,0,2,10.779617489002412,1,0,3,1,0,1,0,3.2251582751891634,1.0
3242,17,0,2,2,5.288085958592907,19,1,3,1,0,0,0,1.7609996788469535,0.0
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4.0
1586,17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,0.1842514890903642,4.0
1370,17,0,0,2,0.9336963979854752,8,1,3,1,0,0,1,2.34926492736688,3.0
2664,17,0,0,2,0.9831704724285516,6,1,1,0,0,0,0,2.573440474302304,2.0
2820,17,1,1,3,10.298589907849657,11,1,0,1,0,0,0,2.295213477500577,3.0
3205,15,1,2,1,0.2374269333871859,27,0,0,0,1,0,0,0.0,3.0
2979,17,1,0,1,3.3820780084130297,4,0,1,0,0,1,0,2.3180465210933434,3.0
2943,16,1,0,1,18.755291186364484,5,1,2,1,0,0,0,3.099064650031246,1.0
1239,17,0,1,4,9.705112082944822,23,1,2,0,0,0,0,1.4179299273727557,4.0
2619,16,1,0,1,8.745632964892351,9,0,3,0,0,0,0,2.4503354431504625,3.0
1260,17,0,0,2,17.934930998154893,0,0,1,0,0,0,0,3.468581349135728,1.0
3386,16,1,0,1,1.44543418022703,20,0,3,1,1,0,0,1.3956306751141432,1.0
3383,16,0,0,3,13.941822765215171,20,0,2,0,0,0,0,1.1919290455522094,3.0
1920,18,0,1,1,18.1064365675218,1,0,2,0,0,1,1,3.869586724204369,0.0
2411,18,1,2,2,17.471506115194686,20,1,3,0,0,0,0,2.020741651591236,3.0
3151,15,1,0,3,15.101364082632502,15,0,2,1,1,0,1,2.525086321570887,2.0
1210,15,0,0,2,6.508365613652156,20,1,2,1,0,1,1,1.6560601255004677,4.0
2767,16,1,3,1,17.27154006278292,22,0,1,1,0,0,0,1.2800415789704742,4.0
1895,18,1,0,2,8.71178316025418,2,0,1,0,0,0,0,2.615900723686996,2.0
3171,17,0,2,3,15.048049074389343,25,0,2,0,0,0,0,0.8090678531539729,4.0
2220,17,0,0,2,14.082087215432736,1,1,4,0,1,0,0,3.7702839726154447,0.0
2412,16,1,3,1,15.255981057516108,23,0,2,0,0,0,1,0.983576997394541,4.0
3168,17,1,3,2,15.234854129390316,17,1,2,1,0,0,0,2.071972431377945,3.0
2142,15,1,0,2,14.934866155963196,5,0,3,0,0,1,0,3.350591978852337,1.0
1318,15,1,0,2,11.389647762731837,3,1,3,1,0,0,0,3.191046118219917,1.0
2698,17,1,0,2,0.0871915991316085,6,0,1,0,1,0,0,2.4400060965135784,3.0
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.804504928911685,2.0
2780,18,0,3,2,6.453674141556405,23,1,2,0,1,0,0,1.3486070016063347,4.0
3282,17,1,0,2,17.42543701900234,29,0,2,0,0,0,0,0.2145700909687167,0.0
1932,18,1,1,1,9.896569132428404,27,0,3,0,0,1,0,0.5496018253589585,4.0
2688,15,0,0,3,12.312487933662531,5,0,2,0,0,1,0,2.905384065736881,2.0
2954,18,1,0,0,19.011840261518767,7,0,2,0,0,0,0,2.894723042268489,2.0
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4.0
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,2.0
3046,18,1,2,2,11.78534677513334,1,0,4,0,1,0,0,3.5433159148930136,0.0
2721,16,1,0,0,6.441611506325316,26,0,2,0,1,0,1,0.384375395876116,4.0
2807,18,0,0,2,12.74890757435804,7,1,3,0,1,0,0,3.01480253360998,1.0
1265,17,0,2,1,12.785257663627256,23,0,2,0,0,0,0,0.8094338103684621,4.0
1598,17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,1.1466960797952552,4.0
1388,17,0,0,2,14.4123258132743,7,0,4,0,0,1,0,2.977408432892682,2.0
3147,15,0,0,1,12.32448503213906,0,0,1,1,0,0,0,3.3339700023673537,1.0
3050,15,0,2,3,18.54732818923107,14,1,3,0,0,1,0,2.8625628192347974,2.0
2786,18,0,2,2,10.390037095299622,15,1,4,0,1,0,1,2.136285525349759,3.0
2243,17,1,0,3,15.2140961208779,20,0,0,0,0,0,1,0.9990885438974272,4.0
1749,15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,2.7721632696203784,2.0
2197,16,0,0,2,7.937787861780792,7,1,2,1,0,0,0,2.9545340837691567,2.0
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3.0
2192,17,1,2,4,15.797292420710775,18,0,3,1,0,0,0,1.9347838118971947,4.0
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0
3367,16,1,0,2,6.95937332310433,17,0,0,0,0,0,0,0.9842942952193188,2.0
3349,18,0,2,2,1.49491807272631,10,1,4,0,0,1,0,2.6317363035461985,3.0
1460,17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,3.0042333028010937,1.0
1947,15,1,1,3,2.3587734974846697,2,0,3,0,0,0,0,2.683854738684956,2.0
1678,18,1,1,1,5.915056692406589,2,1,3,0,0,0,0,3.120136639384952,1.0
1758,17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,2.60838689826964,2.0
2435,18,1,0,1,8.362631995872453,25,0,2,0,0,0,0,0.7508880429586313,4.0
2225,15,0,1,2,9.980723458081629,28,0,2,0,1,0,0,0.2999519061623816,4.0
1797,15,1,2,0,3.232753875691836,13,0,2,0,1,0,0,1.6879004923340846,4.0
3292,18,1,0,1,18.18530086910681,9,0,3,0,1,0,0,2.70295861751592,0.0
2277,15,1,0,2,13.896414597434417,11,1,0,1,1,0,0,2.396139095071558,3.0
3313,17,0,0,3,1.994524077067359,28,0,4,1,0,0,1,0.6743629436081446,3.0
2177,17,1,2,2,17.048777712837463,0,1,2,0,0,0,0,3.496776544580716,1.0
2919,17,0,0,1,10.264399516556376,8,1,3,1,1,0,0,3.128858646003016,1.0
3153,15,0,0,1,6.75421549448449,4,1,1,0,0,1,1,2.864498066852598,2.0
1846,15,0,3,0,16.83617418057638,10,0,3,0,0,0,0,2.275700147008356,3.0
2690,18,1,0,4,13.904593114954713,12,0,1,0,0,0,1,1.6943843846574218,4.0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0
2860,15,1,0,3,14.391168265308698,21,0,2,0,0,1,1,1.554112898573,4.0
2173,17,0,0,1,9.3571892526832,12,1,1,1,0,0,0,2.303453349269981,3.0
2519,18,1,0,2,10.378747285295136,20,0,3,0,1,1,1,1.4197989848171118,4.0
1446,17,0,0,2,11.31726147119239,29,0,4,0,1,0,0,0.869123386308555,4.0
1381,18,1,2,1,3.7726449284814967,7,0,2,1,1,0,1,2.5251155338354896,2.0
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,3.58242187231196,0.0
2063,17,0,3,1,12.582351572685337,17,0,3,0,0,0,0,1.84190774937114,4.0
2868,15,0,0,3,5.136631491341173,22,1,2,0,0,0,1,0.6754583905284621,4.0
1464,15,0,1,3,0.4776838263828553,3,0,3,0,1,0,0,2.7535902317989964,2.0
2768,15,0,1,2,18.58521950395784,26,0,2,0,0,0,0,1.0433801278881183,4.0
2694,17,1,0,1,7.004732286541535,13,0,3,1,0,1,0,2.184691612286099,3.0
3018,16,1,1,1,16.195770573762093,24,0,3,0,0,0,0,0.7695898642280781,4.0
2832,15,0,2,2,11.564595723390276,19,0,3,0,0,0,0,1.4948695594196215,4.0
1027,16,0,0,1,10.367992532661304,2,0,2,0,1,0,0,2.948717671911921,2.0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0
2113,18,0,2,3,1.4902092363728014,15,0,2,1,0,1,0,1.558059855369601,4.0
1374,18,1,3,2,14.078733340690308,11,0,3,0,0,0,1,2.328240384630152,3.0
1384,15,1,0,1,16.21207696520322,20,0,3,0,0,0,0,1.599593887728051,4.0
1581,16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,0.7437140169647167,4.0
1725,15,0,2,1,11.540408033811168,29,0,3,0,0,0,0,0.3043720342532843,4.0
2752,18,0,2,1,3.283699281127175,18,0,2,0,0,0,0,1.3276664298868446,4.0
3094,16,0,2,1,5.783565077128863,10,0,2,0,0,0,0,2.027841922241568,3.0
2251,17,0,0,2,2.337575211818781,0,1,3,0,0,0,0,3.2152726848869184,1.0
1740,18,0,2,2,4.895997460034518,4,0,1,0,0,0,0,2.258071035198048,3.0
2818,17,1,0,2,9.531358871600371,2,0,1,1,0,0,0,2.7192011567406125,2.0
2890,15,1,2,0,9.286634895903056,19,0,2,0,0,0,0,1.0500058515104695,4.0
1208,18,0,0,2,11.223004248703488,25,0,2,1,0,0,0,0.5672500284902902,4.0
2393,18,1,2,2,8.96321746738004,25,0,3,0,0,0,1,0.8379468984553826,4.0
2440,17,1,2,1,19.007595029641863,20,0,1,1,0,0,0,1.3127724135140753,4.0
2551,15,1,0,1,8.076220104949986,20,0,3,1,0,0,0,1.3970629516250068,4.0
2245,17,0,3,2,11.43657542365382,1,0,3,1,0,0,0,3.463687549123432,1.0
1732,15,0,0,2,15.921370507938748,27,0,2,0,1,0,0,1.0844901258226167,4.0
2571,16,0,0,3,2.9909863711388907,7,0,4,0,0,0,0,2.215087048853621,3.0
1739,15,1,2,2,0.046949477349063,22,0,2,0,0,0,1,0.5737961933285499,4.0
2272,16,0,0,2,17.173441098589922,26,0,3,0,0,1,0,0.9621492198905311,4.0
2516,16,0,0,1,13.165675668523146,5,1,3,0,0,1,0,3.102745561433283,1.0
3142,16,0,0,0,7.397772512962497,3,0,1,1,0,0,0,2.81347034515229,2.0
2327,15,1,0,4,5.612711597530316,11,0,3,1,0,0,0,2.1911967950430395,3.0
2692,16,0,2,3,11.31114966452774,12,1,2,0,0,0,1,1.813628891214413,4.0
2737,15,1,0,1,17.449256301673483,10,0,4,0,0,0,1,2.440769899927139,3.0
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,4.0
2010,18,1,0,3,2.985360253384945,12,0,2,1,0,0,0,1.671076181781797,4.0
1721,16,1,2,1,14.121162292760616,17,0,4,0,1,0,0,2.3588158974550537,3.0
1201,17,0,1,2,10.546217912847863,18,0,1,0,0,1,0,1.6434624040739565,4.0
3146,18,0,1,2,17.693499699066997,2,1,3,0,1,0,1,3.4590447338738057,1.0
1705,15,1,3,2,1.0809525469945314,16,1,3,0,1,0,0,1.7785692022870156,4.0
3203,17,0,0,2,17.526279398310177,4,0,4,0,0,0,0,3.1152505558547765,3.0
1886,15,1,0,2,5.14237007997389,19,0,2,0,0,1,0,1.1748680910745393,4.0
1296,18,1,0,2,0.7672772271140227,24,0,4,0,0,1,0,0.6559540779626771,4.0
2456,15,1,1,3,4.429870977192801,5,1,3,1,1,0,1,3.107348400568035,1.0
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2.0
3190,17,1,0,2,10.103280365866295,26,0,2,0,1,0,0,0.4275685065973586,4.0
1934,15,1,2,1,15.408235741372875,20,1,3,0,0,0,0,2.0322195117185347,3.0
2126,18,0,0,1,5.180702882066943,21,0,3,0,0,0,0,1.073333389897043,4.0
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3.0
2944,16,0,0,0,17.243059165862434,12,0,2,1,0,0,0,2.0735452919667288,3.0
2445,17,0,3,2,19.92025566764497,12,1,3,0,0,0,0,2.504167767054588,2.0
2644,16,0,3,2,6.845311855794924,13,0,0,0,0,1,0,1.8526717410372364,4.0
2203,18,0,0,2,11.51002036938118,19,1,1,0,0,0,0,1.201444582455696,4.0
1806,18,0,2,2,4.220133834150522,5,0,0,0,0,0,0,2.123043126970309,3.0
2084,18,0,2,1,15.87074804457662,22,0,3,0,0,1,0,1.1001720410942128,4.0
2988,18,0,1,3,7.371249380554277,17,0,1,1,0,0,0,1.4699645571762952,4.0
1200,17,1,2,3,1.573953503907981,28,0,3,1,0,0,0,0.5813557994949716,4.0
1587,16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,0.4721810422090253,4.0
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4.0
1309,18,0,1,3,8.072933889869557,25,0,1,1,0,0,0,0.322286081625407,4.0
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0
2953,17,0,1,3,14.19609426544744,3,0,2,1,0,0,0,2.9127221778502177,2.0
2763,17,0,0,2,7.785327936180966,1,0,2,0,1,0,1,3.0213988805197203,1.0
3103,15,1,2,1,0.4743272061158121,6,0,1,0,1,0,0,1.7562115530004156,4.0
2040,17,1,3,2,10.130999998170944,26,0,1,0,0,0,0,0.2628611666623931,4.0
1226,16,0,0,2,13.812306247732726,13,0,1,0,0,1,0,1.8064063454058108,4.0
2191,17,1,0,1,8.946648533323756,22,0,0,0,1,1,0,1.242176324159397,4.0
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,2.0
2377,18,0,0,1,12.964183548971118,20,0,0,1,1,0,0,1.3627443691586447,4.0
1696,18,1,0,1,0.6398892028864944,25,0,2,0,1,0,0,0.7588142687845363,4.0
2679,16,0,0,3,9.636745071525164,24,0,0,0,0,0,0,0.632826221112053,4.0
1329,18,1,2,2,11.13636720556615,22,0,0,0,0,0,0,1.011253194616751,4.0
1426,15,0,0,1,3.533646283526104,24,0,3,1,0,0,1,1.0504696915596752,4.0
1750,16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,2.8883859357893624,2.0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0
1181,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,3.1860603780389143,1.0
2409,17,1,0,2,9.270956785178438,15,0,2,1,1,0,1,1.5452551045196994,4.0
3010,15,0,1,1,14.417864381041952,14,1,4,1,1,0,0,2.7397016672595758,2.0
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1.0
2459,16,1,0,2,5.783863039317394,22,1,4,1,0,0,0,1.3068680389383789,4.0
2754,17,1,1,3,19.60103885952969,16,0,2,1,0,0,1,1.845656783786327,4.0
1337,15,0,0,1,0.4513716640475418,3,0,2,1,0,0,0,2.9858098143768106,2.0
3123,17,0,1,1,18.868562145305702,27,1,3,1,0,0,0,1.4868656515688805,4.0
2959,15,1,2,2,15.532136795927812,29,0,1,0,1,0,0,0.5847407288696445,4.0
1856,15,0,0,0,12.844192740053948,25,1,1,0,0,0,0,0.9000416924553322,4.0
2452,15,1,0,3,17.246698328794633,14,0,3,0,0,1,0,1.9919099489857044,4.0
1567,16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2.8656747490202017,2.0
1788,18,0,1,0,9.36922474174173,6,0,2,0,0,0,1,2.635341351261105,2.0
2028,17,0,0,4,7.545039714313908,18,1,4,1,0,1,0,2.434934378846439,3.0
2876,18,1,0,1,10.94255285137801,13,0,2,0,1,0,0,1.744497662766337,4.0
2052,15,1,3,2,2.5160467269210263,14,1,3,1,0,0,0,2.2538711785078176,3.0
2309,15,0,1,1,14.411728387412747,10,1,3,1,0,0,0,2.759014343384976,2.0
1992,18,0,0,1,13.710772411252464,27,0,3,1,1,0,0,1.0798673690024294,4.0
2109,16,0,0,2,11.755908101327444,20,0,3,0,0,0,0,1.0438658671427483,4.0
1762,16,0,0,0,11.705217510196931,4,0,1,0,1,0,0,2.4229283329107885,3.0
2841,16,1,0,3,2.075494172694814,17,0,3,0,0,0,0,1.580149839040757,4.0
1319,17,1,2,2,17.222270401228513,11,0,3,0,0,1,0,2.81542127530912,2.0
3170,18,1,0,0,19.96842467847548,24,0,1,0,0,0,0,0.9062765162662464,4.0
2963,16,0,1,2,9.6254790365521,14,0,3,0,0,0,0,1.6482889223547217,4.0
1690,16,0,2,2,19.46289422853817,6,1,3,1,1,0,0,3.625921730346796,0.0
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0
1731,17,1,0,1,2.607033594295836,9,0,3,0,1,0,0,2.573219136505813,2.0
1638,17,0,1,1,8.630162396952848,25,0,1,0,0,0,1,0.155004788411154,4.0
1770,15,0,0,2,2.8173720790172263,6,1,0,0,1,0,0,2.5896707308558047,2.0
1310,16,0,3,1,13.573201876537942,27,0,3,0,1,0,0,1.129514334361546,4.0
1455,15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,3.5877355870777485,0.0
2421,15,1,0,0,10.592890540702667,22,0,2,1,1,0,0,1.6014725497408242,4.0
3004,18,0,2,3,0.1154132258593598,21,1,2,1,0,0,0,1.0033653059742336,4.0
1605,17,0,0,2,9.110033904384403,25,1,3,0,0,0,1,1.106713497753671,4.0
2731,16,1,1,2,12.760064704324964,18,0,1,0,0,0,0,1.364736910668082,4.0
2238,18,1,1,3,9.043658787202158,23,0,4,1,1,0,0,1.3622335993641654,4.0
1900,17,1,2,1,4.999179624789911,26,1,1,0,0,0,0,0.2432980938442744,4.0
2492,17,1,0,2,3.549636699820236,5,0,4,0,0,0,0,2.772388536783242,2.0
2537,15,0,1,2,13.282514785667008,1,1,2,0,0,0,0,3.3788457271666,1.0
2785,17,0,1,1,5.291942237620599,20,1,3,1,0,1,0,1.653099762097065,4.0
1953,15,1,0,2,17.347092782307158,25,1,0,1,1,0,0,1.1799034066853449,4.0
1908,17,0,2,1,2.1102729280240218,3,0,3,0,0,0,0,2.356856806870208,3.0
2301,17,0,2,1,1.7040095511932396,1,1,2,0,0,0,0,2.997505608420635,2.0
3115,15,0,2,1,10.240467782175187,21,0,2,1,0,0,1,1.2335870210314048,4.0
1922,17,0,0,1,3.821037374173657,12,1,4,0,0,0,0,2.197387290025697,3.0
3040,17,1,1,4,6.588333147488859,18,1,1,0,0,0,0,1.510058697488437,4.0
3041,15,0,0,1,10.737364359412044,24,0,0,0,1,0,0,0.1530318116508149,4.0
2293,18,1,1,1,5.898622716077286,0,0,4,0,0,0,0,3.548459826086951,0.0
1753,16,0,0,1,15.450451835250888,27,0,3,0,0,1,0,0.8544646477713151,4.0
2392,16,1,2,2,17.998190867093435,5,0,0,1,0,0,0,3.0556902074734404,1.0
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0
2771,17,0,1,2,15.630462590661342,3,0,0,1,0,0,0,2.898151345753362,2.0
2141,16,1,0,1,17.338820856610248,12,0,3,1,0,1,0,2.622179001774681,2.0
3065,17,0,1,2,6.694706531585581,13,0,3,0,0,0,0,1.8298105464885008,4.0
1481,18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,2.794885282534225,2.0
1804,15,1,1,2,14.183614075888094,14,1,2,0,1,0,0,2.370067422230533,3.0
2453,18,1,0,2,5.669222985281584,24,1,1,0,0,1,0,0.7540357233429884,4.0
3088,15,1,1,0,12.665669646659907,26,1,1,0,1,1,0,1.0583113523259429,4.0
2598,15,1,2,2,8.22821863520931,12,0,3,0,0,0,1,2.142708088226998,3.0
1650,15,1,3,0,17.13459893011795,22,0,1,0,0,0,0,0.9657009889491656,4.0
1632,18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,2.576927695452172,2.0
1769,18,1,0,3,7.628176198062468,14,0,2,0,0,0,0,1.736011489374202,4.0
2638,15,1,0,2,6.92532101575861,24,0,1,0,1,0,1,1.128068364082897,4.0
2205,15,1,0,2,10.29855017721344,7,0,2,1,0,0,0,2.6768273942833725,2.0
1625,15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,2.7051956947945466,2.0
3285,16,0,0,1,13.673990914492416,14,0,1,1,0,0,0,1.6998253090682822,0.0
2382,18,1,2,2,11.874115659028693,27,0,4,0,1,0,0,0.731486867136845,4.0
1332,15,0,0,2,6.538842005093899,8,0,3,0,1,0,0,2.384690791358408,3.0
1810,15,0,1,4,15.640036511878828,13,1,2,0,0,0,0,1.9395846660340497,4.0
1811,17,1,0,1,15.679050361956818,23,0,3,1,1,0,0,1.511276997165948,4.0
2792,16,0,0,2,14.72559797566843,12,0,3,1,1,0,0,2.474039536809681,3.0
1602,18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,1.9529530122549463,4.0
1360,17,0,1,2,14.025866841767682,11,0,2,0,0,0,0,1.7257915297427142,4.0
2118,15,0,0,2,3.787217515837256,2,0,3,0,0,0,0,2.846487468746025,2.0
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0
1402,18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,3.038116129209991,1.0
3328,17,1,3,3,18.580417714336026,16,1,2,1,0,0,0,2.288466675256948,4.0
1880,15,0,0,2,7.95269971465506,25,0,0,0,0,0,0,0.0,4.0
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4.0
2703,17,1,0,4,7.471325720781612,23,0,1,0,0,0,0,0.4244328946229094,4.0
2249,16,1,0,2,2.606814471381438,17,0,3,1,0,0,1,1.9079839135479155,4.0
2633,18,1,1,1,0.8101834588264367,3,0,3,0,1,1,0,3.133768038538137,1.0
2070,15,0,0,3,13.38824128507287,11,0,1,1,0,1,0,2.4486025189472542,3.0
2019,18,1,0,1,7.555936478188229,22,1,0,0,0,0,0,0.9689861311254953,4.0
2086,15,0,1,2,3.669157695177301,11,1,2,0,0,0,0,1.6848422066992197,4.0
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.3846169728564877,4.0
1483,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,2.520175258554297,2.0
2226,16,1,2,1,18.63070098310524,5,0,3,0,1,0,0,3.299578873421429,1.0
1812,17,0,2,2,9.065235450517193,24,0,1,0,0,1,0,0.8256041743927887,4.0
1902,18,0,1,2,11.703895707857075,7,0,1,0,0,0,1,2.639906487707337,2.0
1940,16,1,2,1,5.609264484093048,12,0,4,0,0,0,0,2.1025418985543585,3.0
1707,18,1,0,1,10.9924460221207,28,0,3,0,0,0,0,0.4059048314284253,4.0
3056,17,0,2,4,2.45166313014366,19,0,2,1,0,0,1,1.1110684623439582,4.0
1479,15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,2.6394472915746228,2.0
3222,17,0,0,1,9.211320151245117,19,1,4,0,1,1,1,1.9922988471433196,1.0
2098,16,1,0,2,11.778720451250956,20,1,3,0,0,0,0,1.76569517319031,4.0
2881,16,1,0,3,17.182607195024666,19,1,1,0,0,0,0,1.8933444720314547,4.0
2595,18,1,0,4,5.0944100091509785,6,1,3,0,0,0,0,2.527606693940515,2.0
2340,16,1,3,4,5.044048043186617,25,1,2,1,0,0,0,0.886889415770466,4.0
2776,18,1,0,4,16.481889809687484,22,0,1,0,0,1,0,1.2212994205081906,4.0
1898,18,1,0,2,13.717525501729291,7,0,1,0,1,0,0,2.747706159044371,2.0
1623,17,1,1,4,4.671608684447184,25,0,3,1,0,1,0,1.2474819436382791,4.0
1626,16,0,0,2,2.4610424718064983,25,0,1,1,1,1,0,0.8979380920800135,4.0
1328,17,1,0,3,2.595659314452225,15,1,3,0,0,0,0,1.9169618961294344,4.0
3097,16,1,2,2,13.27408957852512,27,1,1,0,1,0,0,1.0296486453677298,4.0
2035,15,1,1,3,3.480208960322484,1,1,1,0,0,0,0,3.1296400506375512,1.0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.198593184586961,3.0
2198,17,1,0,0,14.870885392745892,19,0,3,0,0,0,1,1.8128870432088853,4.0
2460,17,0,0,2,16.179554992274173,29,0,2,0,0,0,0,0.5885556231650223,4.0
2207,15,1,0,0,13.258125046891315,15,0,2,0,0,0,0,1.4514410214002431,4.0
2317,16,0,0,1,9.373032739927703,0,0,2,0,1,1,1,3.2879731984208025,1.0
1305,16,1,1,2,6.859330394001564,4,0,2,0,1,1,0,3.060881655966949,1.0
3237,17,0,1,2,15.07875368882848,24,0,4,0,0,1,0,1.2450911401798577,4.0
1341,17,1,0,3,5.704886846135331,20,0,1,1,0,0,0,1.4003632540944204,4.0
3358,17,0,2,1,16.89418334151725,10,0,3,0,0,0,1,2.471395779180272,4.0
1023,16,1,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,4.0
3273,15,0,2,3,6.463881306486723,1,0,2,1,1,0,0,3.482452519043289,4.0
1579,16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,1.6692302172984,4.0
2066,17,0,1,2,13.546836921630328,22,0,1,0,0,0,0,0.9126606733812742,4.0
2961,16,0,0,2,13.219476412993515,12,0,1,1,0,0,0,1.7389421343230629,4.0
1340,18,1,0,2,16.411528786676996,24,0,4,0,0,0,1,1.1757680252358405,4.0
2433,16,0,0,1,12.805018299045525,6,0,2,0,0,0,1,2.737474165505196,2.0
