Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering
16,0,1,1,12.67699637470648,5,0,3,1,0,1,0
17,1,0,2,18.332862053878323,27,0,3,0,1,0,0
18,0,2,3,16.082184921222634,17,0,4,1,0,0,0
17,0,0,1,1.9793724681741365,7,1,3,1,0,0,0
17,0,0,3,2.2571628942552446,11,0,2,0,1,0,0
16,0,2,2,19.46289422853817,6,1,3,1,1,0,0
18,0,3,2,6.453674141556405,23,1,2,0,1,0,0
16,1,2,2,9.901118913091697,9,0,3,0,0,0,0
18,0,1,3,12.684861819550852,20,0,2,0,0,0,0
16,0,0,0,19.521411720638085,29,0,3,1,1,0,0
15,1,0,3,12.087614381656165,24,0,3,0,1,0,0
18,0,0,1,8.191218545250186,0,0,1,1,0,0,0
18,0,0,4,8.978234451855801,3,0,2,0,1,0,0
15,0,0,0,10.006103127090295,17,0,2,0,0,0,0
18,0,0,2,17.75635280671638,23,0,2,1,0,0,0
18,0,1,2,15.59063363647866,26,0,3,0,0,0,0
18,0,0,1,12.964183548971118,20,0,0,1,1,0,0
18,0,1,2,17.078969260290872,3,1,1,0,1,0,0
15,1,1,0,2.8008962426845807,21,1,4,0,1,0,1
18,0,0,2,12.85604100324165,19,1,1,1,0,0,0
16,0,0,1,7.526236339099952,7,1,2,0,1,0,0
16,0,3,0,5.697053532212273,9,0,1,0,1,0,0
15,0,0,3,0.8679435715712169,10,1,2,0,0,0,0
16,1,1,0,19.12039420973134,21,0,1,1,0,0,0
17,0,1,1,5.291942237620599,20,1,3,1,0,1,0
17,0,0,2,13.005939481470152,3,0,2,1,0,0,0
16,0,1,3,3.4135487060446734,10,0,2,1,0,0,0
18,1,1,1,5.915056692406589,2,1,3,0,0,0,0
16,1,0,3,3.3766721330514016,27,1,0,0,0,0,0
15,1,0,1,16.21207696520322,20,0,3,0,0,0,0
15,1,0,1,14.04194376758982,13,1,4,1,0,0,0
15,1,2,2,13.430236145620748,7,1,0,0,0,1,1
18,1,0,1,17.091373280652817,8,0,2,0,0,0,0
18,0,3,2,19.08895389705977,25,0,2,0,0,0,0
15,0,2,2,4.568517046168403,28,0,2,0,0,1,0
